name,13-01-2020,15-01-2020,20-01-2020,22-01-2020,27-01-2020,09-12-2019,29-01-2020,03-02-2020,05-02-2020,10-02-2020,16-02-2020,17-02-2020,19-02-2020,22-02-2020,24-02-2020,26-02-2020,16-12-2019,02-03-2020,04-03-2020,09-03-2020,18-12-2019,06-01-2020
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
